IRI,UCUM
http://www.ontology-of-units-of-measure.org/resource/om-2/yottamolar,Ymol.L-1
http://www.ontology-of-units-of-measure.org/resource/om-2/yottamolar,Ymol/L
http://www.ontology-of-units-of-measure.org/resource/om-2/yottamole,Ymol
http://www.ontology-of-units-of-measure.org/resource/om-2/yottamolePerLitre,Ymol.L-1
http://www.ontology-of-units-of-measure.org/resource/om-2/yottamolePerLitre,Ymol/L
http://www.ontology-of-units-of-measure.org/resource/om-2/yottamolePerMetre,Ymol.m-1
http://www.ontology-of-units-of-measure.org/resource/om-2/yottamolePerMetre,Ymol/m
http://www.ontology-of-units-of-measure.org/resource/om-2/yottanewton,YN
http://www.ontology-of-units-of-measure.org/resource/om-2/yottaohm,YOhm
http://www.ontology-of-units-of-measure.org/resource/om-2/yottapascal,YPa
http://www.ontology-of-units-of-measure.org/resource/om-2/yottasecond-Time,Ys
http://www.ontology-of-units-of-measure.org/resource/om-2/yottasecond-TimeSquared,Ys2
http://www.ontology-of-units-of-measure.org/resource/om-2/yottasiemens,YS
http://www.ontology-of-units-of-measure.org/resource/om-2/yottasievert,YSv
http://www.ontology-of-units-of-measure.org/resource/om-2/yottatesla,YT
http://www.ontology-of-units-of-measure.org/resource/om-2/yottavolt,YV
http://www.ontology-of-units-of-measure.org/resource/om-2/yottawatt,YW
http://www.ontology-of-units-of-measure.org/resource/om-2/yottaweber,YWb
http://www.ontology-of-units-of-measure.org/resource/om-2/zepto,
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptoampere,zA
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptobecquerel,zBq
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptocandela,zcd
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptocoulomb,zC
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptodegreeCelsius,zCel
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptofarad,zF
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptogram,zg
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptogramPerLitre,zg.L-1
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptogramPerLitre,zg/L
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptogray,zGy
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptohenry,zH
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptohertz,zHz
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptojoule,zJ
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptokatal,zkat
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptokelvin,zK
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptolitre,zL
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptolumen,zlm
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptolux,zlx
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptometre,zm
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptometrePerSecond-Time,zm.s-1
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptometrePerSecond-Time,zm/s
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptometrePerSecond-TimeSquared,zm.s-2
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptometrePerSecond-TimeSquared,zm/s
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptomolar,zmol/L
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptomole,zmol
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptomolePerLitre,zmol.L-1
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptomolePerLitre,zmol/L
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptomolePerMetre,zmol.m-1
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptomolePerMetre,zmol/m
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptonewton,zN
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptoohm,zOhm
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptopascal,zPa
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptoradian,zrad
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptosecond-Time,zs
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptosecond-TimeSquared,zs2
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptosiemens,zS
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptosievert,zSv
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptosteradian,zsr
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptotesla,zT
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptovolt,zV
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptowatt,zW
http://www.ontology-of-units-of-measure.org/resource/om-2/zeptoweber,zWb
http://www.ontology-of-units-of-measure.org/resource/om-2/zetta,
http://www.ontology-of-units-of-measure.org/resource/om-2/zettaampere,ZA
http://www.ontology-of-units-of-measure.org/resource/om-2/zettabecquerel,ZBq
http://www.ontology-of-units-of-measure.org/resource/om-2/zettabit,Zbit
http://www.ontology-of-units-of-measure.org/resource/om-2/zettabyte,ZBy
http://www.ontology-of-units-of-measure.org/resource/om-2/zettacandela,Zcd
http://www.ontology-of-units-of-measure.org/resource/om-2/zettacoulomb,ZC
http://www.ontology-of-units-of-measure.org/resource/om-2/zettafarad,ZF
http://www.ontology-of-units-of-measure.org/resource/om-2/zettagram,Zg
http://www.ontology-of-units-of-measure.org/resource/om-2/zettagramPerLitre,Zg.L-1
http://www.ontology-of-units-of-measure.org/resource/om-2/zettagramPerLitre,Zg/L
http://www.ontology-of-units-of-measure.org/resource/om-2/zettagray,ZGy
http://www.ontology-of-units-of-measure.org/resource/om-2/zettahenry,ZH
http://www.ontology-of-units-of-measure.org/resource/om-2/zettahertz,ZHz
http://www.ontology-of-units-of-measure.org/resource/om-2/zettajoule,ZJ
http://www.ontology-of-units-of-measure.org/resource/om-2/zettakatal,Zkat
http://www.ontology-of-units-of-measure.org/resource/om-2/zettakelvin,ZK
http://www.ontology-of-units-of-measure.org/resource/om-2/zettalitre,ZL
http://www.ontology-of-units-of-measure.org/resource/om-2/zettalumen,Zlm
http://www.ontology-of-units-of-measure.org/resource/om-2/zettalux,Zlx
http://www.ontology-of-units-of-measure.org/resource/om-2/zettametre,Zm
http://www.ontology-of-units-of-measure.org/resource/om-2/zettametrePerSecond-Time,Zm.s-1
http://www.ontology-of-units-of-measure.org/resource/om-2/zettametrePerSecond-Time,Zm/s
http://www.ontology-of-units-of-measure.org/resource/om-2/zettametrePerSecond-TimeSquared,Zm.s-2
http://www.ontology-of-units-of-measure.org/resource/om-2/zettamolar,Zmol.L-1
http://www.ontology-of-units-of-measure.org/resource/om-2/zettamolar,Zmol/L
http://www.ontology-of-units-of-measure.org/resource/om-2/zettamole,Zmol
http://www.ontology-of-units-of-measure.org/resource/om-2/zettamolePerLitre,Zmol.L-1
http://www.ontology-of-units-of-measure.org/resource/om-2/zettamolePerLitre,Zmol/L
http://www.ontology-of-units-of-measure.org/resource/om-2/zettamolePerMetre,Zmol.m-1
http://www.ontology-of-units-of-measure.org/resource/om-2/zettamolePerMetre,Zmol/m
http://www.ontology-of-units-of-measure.org/resource/om-2/zettanewton,ZN
http://www.ontology-of-units-of-measure.org/resource/om-2/zettaohm,ZOhm
http://www.ontology-of-units-of-measure.org/resource/om-2/zettapascal,ZPa
http://www.ontology-of-units-of-measure.org/resource/om-2/zettasecond-Time,Zs
http://www.ontology-of-units-of-measure.org/resource/om-2/zettasecond-TimeSquared,Zs2
http://www.ontology-of-units-of-measure.org/resource/om-2/zettasiemens,ZS
http://www.ontology-of-units-of-measure.org/resource/om-2/zettasievert,ZSv
http://www.ontology-of-units-of-measure.org/resource/om-2/zettatesla,ZT
http://www.ontology-of-units-of-measure.org/resource/om-2/zettavolt,ZV
http://www.ontology-of-units-of-measure.org/resource/om-2/zettawatt,ZW
http://www.ontology-of-units-of-measure.org/resource/om-2/zettaweber,ZWb
http://qudt.org/vocab/unit/LB_F-PER-LB,[lbf_av].[lb_av]-1
http://qudt.org/vocab/unit/THM_EEC,100000.[Btu_IT]
http://qudt.org/vocab/unit/DAY,d
http://qudt.org/vocab/unit/H-PER-KiloOHM,H.kOhm-1
http://qudt.org/vocab/unit/NanoGM-PER-L,ng.L-1
http://qudt.org/vocab/unit/KiloLB_F-PER-IN2,k[lbf_av].[sin_i]-1
http://qudt.org/vocab/unit/MOL-PER-M3-SEC,mol.m-3.s-1
http://qudt.org/vocab/unit/TON_UK-PER-DAY,[lton_av].d-1
http://qudt.org/vocab/unit/A-SEC,A.s
http://qudt.org/vocab/unit/MilliH-PER-OHM,mH.Ohm-1
http://qudt.org/vocab/unit/DeciM3-PER-DAY,dm3/d
http://qudt.org/vocab/unit/DeciM3-PER-DAY,dm3.d-1
http://qudt.org/vocab/unit/MicroOHM,uOhm
http://qudt.org/vocab/unit/M2-K-PER-W,m2.K.W-1
http://qudt.org/vocab/unit/BTU_IT-PER-DEG_F,[Btu_IT].[degF]-1
http://qudt.org/vocab/unit/BTU_IT-PER-DEG_F,[Btu_IT]/[degF]
http://qudt.org/vocab/unit/KiloGM-M2-PER-SEC,kg.m2.s-1
http://qudt.org/vocab/unit/KIP_F,k[lbf_av]
http://qudt.org/vocab/unit/M3-PER-C,m3.C-1
http://qudt.org/vocab/unit/MilliFARAD,mF
http://qudt.org/vocab/unit/MilliGM-PER-MIN,mg/min
http://qudt.org/vocab/unit/GM-PER-MIN,g.min-1
http://qudt.org/vocab/unit/KiloGM-PER-HR,kg.h-1
http://qudt.org/vocab/unit/KiloGM-PER-HR,kg/h
http://qudt.org/vocab/unit/KiloM-PER-HR,km/h
http://qudt.org/vocab/unit/KiloM-PER-HR,km.h-1
http://qudt.org/vocab/unit/C-M2,C.m2
http://qudt.org/vocab/unit/GT,t{gross}
http://qudt.org/vocab/unit/J-PER-KiloGM-K,J.kg-1.K-1
http://qudt.org/vocab/unit/MicroGM,ug
http://qudt.org/vocab/unit/KiloCAL-PER-GM-DEG_C,cal.g-1.Cel-1
http://qudt.org/vocab/unit/OZ-IN,[oz_av].[in_i]
http://qudt.org/vocab/unit/MilliBAR-PER-K,mbar.K-1
http://qudt.org/vocab/unit/POISE-PER-BAR,P.bar-1
http://qudt.org/vocab/unit/C,C
http://qudt.org/vocab/unit/GigaBYTE,GBy
http://qudt.org/vocab/unit/Pennyweight,[pwt_tr]
http://qudt.org/vocab/unit/PERMEABILITY_EM_REL,[mu_0]
http://qudt.org/vocab/unit/BTU_IT,[Btu_IT]
http://qudt.org/vocab/unit/W-SEC-PER-M2,W.s.m-2
http://qudt.org/vocab/unit/MilliWB,mWb
http://qudt.org/vocab/unit/FT3-PER-HR,[cft_i].h-1
http://qudt.org/vocab/unit/PERMITTIVITY_REL,[eps_0]
http://qudt.org/vocab/unit/FT_H2O,[ft_i'H2O]
http://qudt.org/vocab/unit/KiloGM_F-M-PER-CentiM2,kgf.m.cm-2
http://qudt.org/vocab/unit/KY,Ky
http://qudt.org/vocab/unit/MegaOHM,MOhm
http://qudt.org/vocab/unit/MegaV-A_Reactive-HR,MV.A{reactive).h
http://qudt.org/vocab/unit/FARAD,F
http://qudt.org/vocab/unit/MicroIN,u[in_i]
http://qudt.org/vocab/unit/MilliM,mm
http://qudt.org/vocab/unit/MegaBIT-PER-SEC,MBd
http://qudt.org/vocab/unit/MegaBIT-PER-SEC,Mbit/s
http://qudt.org/vocab/unit/CH,[ch_br]
http://qudt.org/vocab/unit/B,B
http://qudt.org/vocab/unit/KiloPA_A,kPa{absolute}
http://qudt.org/vocab/unit/NUM-PER-L,{#}.L-1
http://qudt.org/vocab/unit/TON_LONG,[lton_av]
http://qudt.org/vocab/unit/MicroW-PER-M2,uW.m-2
http://qudt.org/vocab/unit/MilliGAL,mGal
http://qudt.org/vocab/unit/S-M2-PER-MOL,S.m2.mol-1
http://qudt.org/vocab/unit/LB-PER-FT-HR,[lb_av].[ft_i]-1.h-1
http://qudt.org/vocab/unit/MicroFARAD-PER-KiloM,uF.km-1
http://qudt.org/vocab/unit/MicroATM,uatm
http://qudt.org/vocab/unit/PERCENT-PER-M,%.m-1
http://qudt.org/vocab/unit/RAD-PER-MIN,rad.min-1
http://qudt.org/vocab/unit/RAD-PER-MIN,rad/min
http://qudt.org/vocab/unit/LB-PER-DAY,[lb_av].d-1
http://qudt.org/vocab/unit/KiloJ-PER-KiloGM,kJ.kg-1
http://qudt.org/vocab/unit/KiloJ-PER-KiloGM,kJ/kg
http://qudt.org/vocab/unit/MilliN,mN
http://qudt.org/vocab/unit/DecaM,dam
http://qudt.org/vocab/unit/GigaHZ-M,GHz.m
http://qudt.org/vocab/unit/RAD-PER-SEC2,rad/s2
http://qudt.org/vocab/unit/RAD-PER-SEC2,rad.s-2
http://qudt.org/vocab/unit/A,A
http://qudt.org/vocab/unit/OZ-PER-GAL_US,[oz_av].[gal_us]-1
http://qudt.org/vocab/unit/IU,[IU]
http://qudt.org/vocab/unit/IU,[iU]
http://qudt.org/vocab/unit/CAL_TH-PER-GM,cal_th.g-1
http://qudt.org/vocab/unit/CAL_TH-PER-GM,cal_th/g
http://qudt.org/vocab/unit/IN-PER-SEC,[in_i]/s
http://qudt.org/vocab/unit/IN-PER-SEC,[in_i].s-1
http://qudt.org/vocab/unit/NanoS-PER-CentiM,nS.cm-1
http://qudt.org/vocab/unit/N-PER-A,N.A-1
http://qudt.org/vocab/unit/PA-M-PER-SEC,Pa.m.s-1
http://qudt.org/vocab/unit/DeciM3,dm3
http://qudt.org/vocab/unit/PER-M3-SEC,m-3.s-1
http://qudt.org/vocab/unit/PH,[pH]
http://qudt.org/vocab/unit/FT-LB_F-PER-SEC,[ft_i].[lbf_av].s-1
http://qudt.org/vocab/unit/PER-M-SEC,m-1.s-1
http://qudt.org/vocab/unit/M2-PER-KiloGM,m2.kg-1
http://qudt.org/vocab/unit/GI_UK-PER-MIN,[gil_br].min-1
http://qudt.org/vocab/unit/KiloCAL_TH-PER-MIN,kcal_th.min-1
http://qudt.org/vocab/unit/GM_F-PER-CentiM2,gf.cm-2
http://qudt.org/vocab/unit/AMU,u
http://qudt.org/vocab/unit/CentiM-PER-HR,cm/h
http://qudt.org/vocab/unit/CentiM-PER-HR,cm.h-1
http://qudt.org/vocab/unit/W-PER-M2-K4,W.m-2.K-4
http://qudt.org/vocab/unit/V-PER-SEC,V.s-1
http://qudt.org/vocab/unit/AttoJ,aJ
http://qudt.org/vocab/unit/KiloGM-PER-MOL,kg.mol-1
http://qudt.org/vocab/unit/KiloGM-PER-MOL,kg/mol
http://qudt.org/vocab/unit/KiloPA-PER-BAR,kPa.bar-1
http://qudt.org/vocab/unit/W-HR,W.h
http://qudt.org/vocab/unit/PPTH,[ppth]
http://qudt.org/vocab/unit/BREATH-PER-MIN,min-1{breath}
http://qudt.org/vocab/unit/BREATH-PER-MIN,/min{breath}
http://qudt.org/vocab/unit/DeciM2,dm2
http://qudt.org/vocab/unit/W-M2-PER-SR,W.m2.sr-1
http://qudt.org/vocab/unit/LA,Lmb
http://qudt.org/vocab/unit/J-PER-T,J.T-1
http://qudt.org/vocab/unit/MicroS-PER-CentiM,uS.cm-1
http://qudt.org/vocab/unit/ROD,[rd_br]
http://qudt.org/vocab/unit/MilliW-PER-M2-NanoM-SR,mW.m-2.nm-1.sr-1
http://qudt.org/vocab/unit/FT-LB_F-PER-M2,[ft_i].[lbf_av].m-2
http://qudt.org/vocab/unit/CentiM2-MIN,cm2.min
http://qudt.org/vocab/unit/MicroGM-PER-M3-HR,ug.m-3.h-1
http://qudt.org/vocab/unit/MicroTORR,uTorr
http://qudt.org/vocab/unit/YD3-PER-SEC,[cyd_i].s-1
http://qudt.org/vocab/unit/MilliL,mL
http://qudt.org/vocab/unit/AttoFARAD,aF
http://qudt.org/vocab/unit/TON_Metric-PER-MIN,t.min-1
http://qudt.org/vocab/unit/PER-IN3,[cin_i]-1
http://qudt.org/vocab/unit/ERG-SEC,erg.s
http://qudt.org/vocab/unit/V-PER-K,V.K-1
http://qudt.org/vocab/unit/CAL_TH-PER-CentiM-SEC-DEG_C,cal_th.cm-1.s-1.Cel-1
http://qudt.org/vocab/unit/CAL_TH-PER-CentiM-SEC-DEG_C,cal_th/(cm.s.Cel)
http://qudt.org/vocab/unit/MicroMOL-PER-M2-DAY,umol.m-2.d-1
http://qudt.org/vocab/unit/MegaPA-L-PER-SEC,MPa.L.s-1
http://qudt.org/vocab/unit/DeciS-PER-M,dS/m
http://qudt.org/vocab/unit/DeciS-PER-M,dS.m-1
http://qudt.org/vocab/unit/NanoGM-PER-DAY,ng.d-1
http://qudt.org/vocab/unit/KiloGM-PER-MilliM,kg.mm-1
http://qudt.org/vocab/unit/HectoPA-M3-PER-SEC,hPa.m3.s-1
http://qudt.org/vocab/unit/CWT_LONG,[lcwt_av]
http://qudt.org/vocab/unit/MilliMOL-PER-M2-DAY,mmol.m-2.d-1
http://qudt.org/vocab/unit/KiloA,kA
http://qudt.org/vocab/unit/M3-PER-MOL,m3.mol-1
http://qudt.org/vocab/unit/M3-PER-MOL,m3/mol
http://qudt.org/vocab/unit/OZ-PER-DAY,[oz_av].d-1
http://qudt.org/vocab/unit/KiloV-A_Reactive-HR,kV.A.h{reactive}
http://qudt.org/vocab/unit/GAL_IMP,[gal_br]
http://qudt.org/vocab/unit/PER-YD3,[cyd_i]-1
http://qudt.org/vocab/unit/MilliGRAY,mGy
http://qudt.org/vocab/unit/GRAIN,[gr]
http://qudt.org/vocab/unit/LB_F-PER-IN2-SEC,[lbf_av].[sin_i]-1.s-1
http://qudt.org/vocab/unit/KiloCAL_TH-PER-HR,kcal_th.h-1
http://qudt.org/vocab/unit/LB-MOL,[lb_av].mol
http://qudt.org/vocab/unit/MicroH-PER-OHM,uH.Ohm-1
http://qudt.org/vocab/unit/BU_US_DRY-PER-HR,[bu_us].h-1
http://qudt.org/vocab/unit/BU_US_DRY-PER-HR,[bu_us]/h
http://qudt.org/vocab/unit/MilliGM-PER-GM,mg.g-1
http://qudt.org/vocab/unit/MilliGM-PER-GM,mg/g
http://qudt.org/vocab/unit/REV-PER-MIN,{#}.min-1
http://qudt.org/vocab/unit/DEG-PER-MIN,deg.min-1
http://qudt.org/vocab/unit/DEG-PER-MIN,deg/min
http://qudt.org/vocab/unit/MilliBQ-PER-KiloGM,mBq.kg-1
http://qudt.org/vocab/unit/HectoPA-PER-BAR,hPa.bar-1
http://qudt.org/vocab/unit/OHM-M2-PER-M,Ohm2.m.m-1
http://qudt.org/vocab/unit/YD3-PER-DEG_F,[cyd_i].[degF]-1
http://qudt.org/vocab/unit/PicoMOL-PER-L-DAY,pmol.L-1.d-1
http://qudt.org/vocab/unit/KiloGM-MilliM2,kg.mm2
http://qudt.org/vocab/unit/MilliGM-PER-M2-DAY,mg.m-2.d-1
http://qudt.org/vocab/unit/CAL_15_DEG_C,cal_[15]
http://qudt.org/vocab/unit/KiloJ-PER-MOL,kJ.mol-1
http://qudt.org/vocab/unit/FemtoGM-PER-L,fg.L-1
http://qudt.org/vocab/unit/PER-WB,Wb-1
http://qudt.org/vocab/unit/KiloGM-PER-SEC-M2,kg.(s.m2)-1
http://qudt.org/vocab/unit/KiloGM-PER-SEC-M2,kg/(s.m2)
http://qudt.org/vocab/unit/KiloGM-PER-SEC-M2,kg.s-1.m-2)
http://qudt.org/vocab/unit/BBL_US_PET-PER-SEC,[bbl_us].s-1
http://qudt.org/vocab/unit/BBL_US_PET-PER-SEC,[bbl_us]/s
http://qudt.org/vocab/unit/MilliJ,mJ
http://qudt.org/vocab/unit/PK_UK,[pk_br]
http://qudt.org/vocab/unit/CentiM3-PER-SEC,cm3/s
http://qudt.org/vocab/unit/CentiM3-PER-SEC,cm3.s-1
http://qudt.org/vocab/unit/A-PER-M2-K2,A.m-2.K-1
http://qudt.org/vocab/unit/A-PER-M2-K2,A/(m2.K)
http://qudt.org/vocab/unit/GAL_UK-PER-DAY,[gal_br].d-1
http://qudt.org/vocab/unit/N-M2-PER-KiloGM2,N.m.kg-2
http://qudt.org/vocab/unit/PER-MOL,mol-1
http://qudt.org/vocab/unit/MicroPA,uPa
http://qudt.org/vocab/unit/MilliMOL-PER-GM,mmol.g-1
http://qudt.org/vocab/unit/PINT_UK-PER-MIN,[pt_br].min-1
http://qudt.org/vocab/unit/SEC-PER-M,s.m-1
http://qudt.org/vocab/unit/MilliW,mW
http://qudt.org/vocab/unit/MilliM4,mm4
http://qudt.org/vocab/unit/MegaV-PER-M,MV.m-1
http://qudt.org/vocab/unit/MegaJ-PER-M2,MJ.m-2
http://qudt.org/vocab/unit/MegaHZ,MHz
http://qudt.org/vocab/unit/KiloC,kC
